"","views","comments","duration","languages","published_year","published_month","general_opinion","speaker_talks","speaker_pop","event","location","tags"
"578",497172,140,641,23,2009,12,"neutral",1,"not_popular","Other","India","['Asia', 'TED Fellows', 'crime', 'entrepreneur', 'potential', 'poverty', 'social change', 'society']"
"579",706235,184,594,29,2009,12,"neutral",1,"not_popular","TEDGlobal","Other","['alternative energy', 'climate change', 'energy', 'environment', 'physics']"
"580",415223,168,268,33,2009,12,"positive",1,"not_popular","Other","India","['TED Fellows', 'culture', 'entrepreneur', 'global issues', 'health', 'health care', 'peace', 'politics', 'violence', 'war']"
"581",393459,307,3296,24,2009,12,"positive",4,"popular","Other","Other","['government', 'law', 'philosophy', 'politics']"
"582",154698,105,889,33,2009,12,"neutral",1,"not_popular","Other","Other","['business', 'creativity', 'engineering', 'global development', 'infrastructure', 'innovation', 'poverty']"
"583",778978,93,1066,26,2010,1,"positive",1,"not_popular","TEDGlobal","Other","['adventure', 'aircraft', 'engineering', 'green', 'solar energy', 'technology']"
"584",1939385,380,463,41,2010,1,"positive",1,"not_popular","Other","India","['biology', 'brain', 'cities', 'cognitive science', 'evolution', 'neuroscience', 'science']"
"585",1780196,58,798,20,2010,1,"positive",1,"not_popular","TEDGlobal","Other","['art', 'nature', 'photography', 'science']"
"586",3157446,304,1179,32,2010,1,"positive",1,"not_popular","TEDx","Other","['TEDx', 'biology', 'culture', 'exploration', 'food', 'health', 'life', 'science']"
"587",397719,42,1038,23,2010,1,"neutral",1,"not_popular","Other","India","['animals', 'biodiversity', 'ecology', 'environment', 'water']"
"588",652315,74,1505,31,2010,1,"positive",1,"not_popular","TED","Other","['live music', 'music', 'performance']"
"589",564781,124,4587,33,2010,1,"positive",1,"not_popular","Other","Carnegie","['culture', 'disease', 'education', 'life', 'self']"
"590",572845,204,2246,40,2010,1,"positive",1,"not_popular","Other","Stanford","['biology', 'brain', 'humanity', 'life', 'mind', 'primates', 'psychology']"
"591",149818,87,510,41,2010,1,"positive",1,"not_popular","Other","Other","['business', 'life', 'money', 'presentation']"
"592",415566,93,242,32,2010,1,"positive",1,"not_popular","Other","India","['activism', 'animals', 'biodiversity', 'environment', 'social change']"
"593",1417163,277,572,36,2010,1,"positive",1,"not_popular","Other","India","['children', 'education', 'india', 'social change', 'society']"
"594",359942,43,174,48,2010,1,"neutral",1,"not_popular","Other","India","['cities', 'collaboration', 'design', 'map', 'technology']"
"595",50443,20,3573,24,2010,1,"positive",1,"not_popular","Other","California","['books', 'disaster relief', 'novel', 'poetry', 'storytelling']"
"596",1055904,120,1083,20,2010,1,"positive",1,"not_popular","TED","Other","['astronomy', 'comedy', 'humor', 'map', 'science']"
"597",15601385,296,1219,34,2010,1,"positive",1,"not_popular","Other","Other","['biology', 'magic', 'medicine', 'performance']"
"598",437800,35,394,24,2010,1,"positive",1,"not_popular","Other","India","['Asia', 'art', 'design', 'future', 'india']"
"599",1705132,151,1072,33,2010,1,"positive",3,"popular","Other","Other","['biology', 'health', 'medicine', 'science', 'technology']"
"600",556163,104,1000,31,2010,1,"positive",1,"not_popular","Other","India","['live music', 'music', 'performance']"
"601",318423,133,3475,31,2010,1,"positive",4,"popular","Other","Other","['biology', 'evolution', 'life', 'science', 'universe']"
"602",676741,177,182,35,2010,1,"positive",1,"not_popular","Other","Other","['education', 'performance', 'poetry', 'writing']"
"603",761716,111,565,33,2010,1,"neutral",1,"not_popular","Other","Other","['cities', 'health', 'health care', 'heart health', 'medicine', 'public health', 'technology']"
"604",717531,37,1122,22,2010,1,"neutral",3,"popular","TEDx","Other","['TEDx', 'architecture', 'creativity', 'design', 'theater']"
"605",1224278,472,1194,27,2010,1,"positive",5,"very_popular","Other","India","['culture', 'feminism', 'gender', 'self', 'social change', 'women']"
"606",702550,144,286,40,2010,1,"neutral",1,"not_popular","Other","India","['TED Fellows', 'children', 'design', 'entrepreneur', 'health', 'innovation', 'invention', 'medicine']"
"607",2835976,238,162,69,2010,1,"positive",4,"popular","Other","India","['business', 'creativity', 'map']"
"608",1406151,356,1258,34,2010,1,"positive",1,"not_popular","Other","Harvard","['books', 'creativity', 'goal-setting', 'poverty', 'writing']"
"609",495585,113,1081,23,2010,2,"neutral",1,"not_popular","Other","India","['big problems', 'brain', 'economics', 'global issues', 'health', 'sanitation', 'technology', 'women']"
"610",528451,95,1014,21,2010,2,"neutral",1,"not_popular","Other","Other","['collaboration', 'community', 'entrepreneur', 'health', 'health care', 'media', 'medicine']"
"611",496827,68,976,20,2010,2,"neutral",3,"popular","TEDx","Boston","['TEDx', 'biotech', 'chemistry', 'disease', 'health', 'health care', 'innovation', 'poverty', 'science', 'technology']"
"612",696319,171,1424,23,2010,2,"neutral",1,"not_popular","Other","Other","['cancer', 'health', 'health care', 'medicine', 'technology']"
"613",433879,36,801,24,2010,2,"positive",1,"not_popular","Other","Other","['art', 'astronomy', 'creativity', 'illness', 'science', 'space']"
"614",741625,196,1021,26,2010,2,"neutral",1,"not_popular","TEDx","Berlin","['TEDx', 'corruption', 'global issues', 'money', 'politics']"
"615",7638978,1137,1313,49,2010,2,"neutral",1,"not_popular","TED","Other","['business', 'education', 'food', 'global issues', 'health', 'obesity']"
"616",1718568,209,465,28,2010,2,"positive",3,"popular","TED","Other","['cities', 'design', 'map', 'technology', 'virtual reality']"
"617",656762,250,839,29,2010,2,"neutral",1,"not_popular","TED","Other","['business', 'global issues', 'politics']"
"618",2054164,266,1318,33,2010,2,"positive",4,"popular","Other","Other","['activism', 'happiness', 'health', 'prosthetics', 'social change', 'society']"
"619",4329332,948,1669,38,2010,2,"neutral",6,"very_popular","TED","Other","['TED Brain Trust', 'business', 'energy', 'global issues', 'invention', 'science', 'technology']"
"620",540897,142,992,22,2010,2,"neutral",4,"popular","TEDx","Amsterdam","['TEDx', 'computers', 'history', 'life', 'technology']"
"621",610454,277,1101,24,2010,2,"neutral",1,"not_popular","TED","Other","['business', 'design', 'health care', 'law']"
"622",710710,110,1018,23,2010,2,"neutral",1,"not_popular","Other","Other","['TEDMED', 'disease', 'health', 'health care', 'medicine', 'technology']"
"623",4375111,383,1183,37,2010,2,"positive",1,"not_popular","TED","Other","['Autism spectrum disorder', 'animals', 'brain', 'design', 'education', 'invention', 'mental health', 'science', 'technology']"
"624",840223,68,1103,30,2010,2,"positive",1,"not_popular","Other","India","['biology', 'health care', 'medicine', 'neuroscience', 'science', 'sight']"
"625",674090,189,1075,25,2010,2,"positive",4,"popular","TED","Other","['art', 'culture', 'design', 'entertainment']"
"626",3302312,321,184,34,2010,2,"positive",1,"not_popular","Other","Other","['brain', 'mind', 'music', 'performance']"
"627",3841631,425,1206,38,2010,3,"positive",1,"not_popular","TED","Other","['brain', 'culture', 'economics', 'happiness', 'mind', 'philosophy', 'psychology', 'science']"
"628",567000,90,1019,20,2010,3,"positive",1,"not_popular","Other","India","['business', 'culture', 'entertainment', 'india', 'sports']"
"629",654080,112,385,24,2010,3,"neutral",1,"not_popular","TED","Other","['data', 'demo', 'interface design', 'technology', 'web']"
"630",521974,146,3955,34,2010,3,"positive",1,"not_popular","Other","Other","['astronomy', 'physics', 'science']"
"631",1890066,197,1028,36,2010,3,"positive",1,"not_popular","TED","Other","['adventure', 'entertainment', 'film', 'movies', 'nature', 'oceans', 'storytelling', 'submarine', 'technology', 'writing']"
"632",2797058,216,1008,26,2010,3,"positive",1,"not_popular","TED","Other","['collaboration', 'dance', 'entertainment', 'gaming', 'performance']"
"633",971594,258,1092,22,2010,3,"positive",1,"not_popular","Other","Other","['business', 'happiness', 'life', 'mind', 'psychology', 'self']"
"634",680486,90,333,33,2010,3,"positive",4,"popular","TED","Other","['Internet', 'computers', 'statistics', 'visualizations', 'web']"
"635",575346,210,266,31,2010,3,"neutral",1,"not_popular","TED","Other","['cities', 'culture', 'design', 'transportation']"
"636",1974007,317,1142,31,2010,3,"positive",3,"popular","TED","Other","['agriculture', 'biology', 'environment', 'food', 'health']"
"637",1022426,164,545,33,2010,3,"positive",1,"not_popular","Other","Other","['entertainment', 'illusion', 'magic', 'medicine', 'science']"
"638",757791,556,927,32,2010,3,"positive",1,"not_popular","Other","Other","['Internet', 'business', 'entrepreneur', 'money', 'web']"
"639",708408,101,1093,20,2010,3,"positive",1,"not_popular","TED","Other","['biology', 'fish', 'health care', 'science', 'war']"
"640",384626,82,1001,19,2010,3,"neutral",3,"popular","Other","Other","['business', 'health', 'health care', 'science', 'technology']"
"641",473220,101,5256,28,2010,3,"positive",1,"not_popular","Other","California","['biodiversity', 'biology', 'comedy', 'humor', 'life', 'religion', 'storytelling', 'writing']"
"642",4573252,1309,1203,34,2010,3,"positive",4,"popular","TED","Other","['computers', 'design', 'entertainment', 'gaming', 'global issues', 'play']"
"643",719238,104,1249,24,2010,3,"positive",1,"not_popular","Other","Other","['adventure', 'biology', 'exploration', 'humanity', 'medicine', 'science', 'weather']"
"644",733293,73,1274,26,2010,3,"positive",1,"not_popular","Other","India","['creativity', 'entertainment', 'film']"
"645",3433437,3356,1386,39,2010,3,"neutral",1,"not_popular","TED","Other","['culture', 'evolutionary psychology', 'global issues', 'morality', 'philosophy', 'psychology', 'religion', 'science']"
"646",320717,76,334,31,2010,3,"neutral",1,"not_popular","TED","Other","['Brazil', 'South America', 'activism', 'biodiversity', 'biology', 'birds', 'global issues', 'science']"
"647",876649,146,266,37,2010,3,"neutral",1,"not_popular","TED","Other","['business', 'language', 'law', 'simplicity']"
"648",622046,180,974,25,2010,3,"positive",1,"not_popular","TEDx","NASA","['Mars', 'Planets', 'TEDx', 'exploration', 'life', 'science', 'space', 'technology']"
"649",1163387,180,566,34,2010,3,"positive",4,"popular","TED","Other","['TED Fellows', 'brain', 'entertainment', 'live music', 'mental health', 'music', 'performance', 'violin']"
"650",176995,74,407,22,2010,3,"positive",1,"not_popular","Other","Other","['humanity', 'psychology', 'theater']"
"651",857400,270,1081,26,2010,3,"neutral",1,"not_popular","TED","Other","['Slavery', 'business', 'economics', 'global issues', 'humanity', 'trafficking']"
"652",940686,152,983,32,2010,3,"positive",1,"not_popular","Other","India","['children', 'education', 'global development', 'poverty', 'teaching']"
"653",684929,137,201,41,2010,4,"neutral",1,"not_popular","TED","Other","['future', 'global issues', 'media', 'news', 'science']"
"654",6475731,422,189,65,2010,4,"positive",4,"popular","TED","Other","['business', 'dance', 'entertainment', 'leadership', 'marketing', 'online video']"
"655",4782854,795,492,58,2010,4,"positive",1,"not_popular","TED","Other","['children', 'creativity', 'education', 'intelligence']"
"656",449161,368,1698,41,2010,4,"positive",1,"not_popular","Other","Other","['business', 'consumerism', 'design', 'entertainment', 'gaming', 'technology']"
"657",1222800,266,1154,32,2010,4,"neutral",1,"not_popular","TED","Other","['AIDS', 'global issues', 'health', 'health care', 'sex']"
"658",523422,140,1172,21,2010,4,"positive",4,"popular","Other","Other","['design', 'health', 'health care', 'medicine', 'prosthetics', 'technology', 'war']"
"659",1922563,183,955,26,2010,4,"positive",3,"popular","TEDx","NASA","['AI', 'TEDx', 'engineering', 'robots', 'science', 'technology']"
"660",403708,59,432,28,2010,4,"positive",5,"very_popular","TED","Other","['bees', 'biology', 'botany', 'environment', 'life', 'sex']"
"661",860139,192,1758,22,2010,4,"positive",1,"not_popular","TED","Other","['literature', 'music', 'performance', 'poetry']"
"662",1838628,2272,1141,31,2010,4,"neutral",1,"not_popular","TED","Other","['global issues', 'medicine', 'religion', 'science', 'writing']"
"663",1209663,117,362,36,2010,4,"positive",1,"not_popular","TED","Other","['global issues', 'media', 'photography', 'poverty', 'war']"
"664",766536,140,373,30,2010,4,"neutral",3,"popular","TED","Other","['business', 'culture', 'green', 'technology']"
"665",524790,65,748,24,2010,4,"neutral",1,"not_popular","TED","Other","['art', 'cities', 'culture', 'design', 'entertainment', 'race']"
"666",399280,152,255,31,2010,4,"positive",4,"popular","Other","Other","['Internet', 'music', 'online video', 'performance', 'web']"
"667",579754,77,1039,22,2010,4,"positive",4,"popular","Other","Other","['animals', 'design', 'exploration', 'fish', 'mission blue', 'oceans', 'science', 'technology']"
"668",2611707,1545,1039,36,2010,4,"neutral",1,"not_popular","TED","Other","['culture', 'health', 'magic', 'science']"
"669",295059,38,371,28,2010,4,"neutral",1,"not_popular","TED","Other","['TED Fellows', 'biology', 'engineering', 'invention', 'microbiology']"
"670",3917039,181,411,34,2010,4,"positive",5,"very_popular","TED","Other","['business', 'collaboration', 'culture', 'design', 'entertainment', 'psychology']"
"671",538014,89,367,33,2010,4,"neutral",1,"not_popular","TED","Other","['business', 'culture', 'democracy', 'politics', 'social change']"
"672",473956,150,1418,23,2010,4,"positive",1,"not_popular","Other","India","['culture', 'feminism', 'social change', 'women']"
"673",1542898,278,1198,24,2010,4,"positive",1,"not_popular","TED","Other","['String theory', 'biology', 'complexity', 'computers', 'math', 'physics', 'science', 'simplicity']"
"674",642744,84,1115,26,2010,4,"positive",1,"not_popular","Other","Other","['adventure', 'entertainment', 'global issues', 'goal-setting', 'oceans']"
"675",619489,79,1115,22,2010,4,"neutral",3,"popular","TED","Other","['chemistry', 'complexity', 'design', 'history', 'simplicity', 'technology']"
"676",2212944,279,359,37,2010,4,"positive",3,"popular","TED","Other","['comedy', 'entertainment', 'humor', 'statistics']"
"677",876307,206,1007,28,2010,5,"neutral",1,"not_popular","TED","Other","['big problems', 'cities', 'economics', 'poverty']"
"678",34309432,1930,1084,45,2010,5,"positive",3,"popular","TEDx","Other","['TEDx', 'business', 'entrepreneur', 'leadership', 'success']"
"679",612260,292,1099,24,2010,5,"neutral",1,"not_popular","Other","Other","['fish', 'green', 'mission blue', 'oceans', 'science']"
"680",649531,120,1375,26,2010,5,"positive",1,"not_popular","Other","India","['creativity', 'entrepreneur', 'innovation', 'invention', 'poverty']"
"681",577356,64,297,26,2010,5,"positive",3,"popular","TED","Other","['entertainment', 'history', 'live music', 'music']"
"682",1324929,314,1259,31,2010,5,"neutral",3,"popular","TED","Other","['evolution', 'friendship', 'health', 'medicine', 'obesity', 'science', 'society']"
"683",851719,304,1018,24,2010,5,"positive",4,"popular","TED","Other","['TED Brain Trust', 'creativity', 'disease', 'innovation', 'insects', 'invention', 'poverty', 'technology']"
"684",316507,98,1195,20,2010,5,"neutral",1,"not_popular","Other","Other","['economics', 'fish', 'mission blue', 'oceans', 'science']"
"685",2465179,454,699,32,2010,5,"neutral",1,"not_popular","TEDx","NewYork","['TEDx', 'children', 'education', 'math', 'student', 'teaching']"
"686",3362099,233,316,41,2010,5,"positive",4,"popular","TED","Other","['children', 'comedy', 'humor', 'sex']"
"687",1028630,373,262,21,2010,5,"positive",1,"not_popular","Other","Toronto","['humanity', 'mind', 'peace', 'psychology', 'war']"
"688",4149065,585,1202,38,2010,5,"neutral",1,"not_popular","TED","Other","['cancer', 'food', 'medicine', 'science', 'technology']"
"689",2108816,650,345,49,2010,5,"neutral",3,"popular","TED","Other","['culture', 'food', 'global issues', 'green']"
"690",358820,68,909,21,2010,5,"positive",1,"not_popular","Other","Other","['animals', 'global issues', 'mission blue', 'oceans', 'science']"
"691",603657,212,588,31,2010,5,"neutral",1,"not_popular","TED","Other","['alternative energy', 'energy', 'exploration', 'green', 'science', 'technology']"
"692",1086357,580,1097,25,2010,5,"positive",4,"popular","Other","Other","['DNA', 'biology', 'business', 'genetics', 'life', 'science', 'technology']"
"693",7266316,1234,1008,57,2010,5,"positive",5,"very_popular","TED","Other","['TED Brain Trust', 'children', 'creativity', 'education', 'invention']"
"694",1033272,304,936,30,2010,5,"neutral",3,"popular","TEDx","Other","['TEDx', 'business', 'creativity', 'culture', 'design', 'fashion', 'law', 'media']"
"695",1057238,1502,489,32,2010,5,"neutral",1,"not_popular","TED","Other","['TED Fellows', 'children', 'culture', 'film', 'politics', 'suicide', 'war']"
"696",541076,139,1265,25,2010,5,"neutral",3,"popular","TED","Other","['AIDS', 'HIV', 'Vaccines', 'disease', 'global issues', 'health', 'medicine']"
"697",518461,85,1384,21,2010,5,"positive",1,"not_popular","TEDGlobal","Other","['cities', 'music', 'performance', 'poetry', 'storytelling']"
"698",389961,88,1125,23,2010,5,"neutral",5,"very_popular","TEDx","NewYork","['Internet', 'TEDx', 'law', 'music', 'online video', 'technology', 'web']"
"699",1514014,227,922,23,2010,6,"positive",1,"not_popular","TED","Other","['computers', 'design', 'film', 'interface design', 'invention', 'technology', 'visualizations']"
"700",1426130,342,973,26,2010,6,"positive",1,"not_popular","Other","Other","['fish', 'mission blue', 'oceans', 'photography', 'science']"
"701",1451649,477,790,28,2010,6,"positive",1,"not_popular","TED","Other","['Internet', 'activism', 'collaboration', 'computers', 'culture', 'government', 'law', 'meme', 'web']"
"702",1616851,228,989,33,2010,6,"positive",4,"popular","Other","London","['curiosity', 'economics', 'global issues', 'innovation', 'physics', 'science', 'space']"
"703",1059130,142,868,33,2010,6,"positive",1,"not_popular","TEDx","Other","['TEDx', 'engineering', 'entertainment', 'music', 'physics']"
"704",1160672,393,1182,32,2010,6,"neutral",4,"popular","TED","Other","['democracy', 'government', 'law', 'philosophy', 'politics', 'sports']"
"705",327406,86,946,23,2010,6,"positive",1,"not_popular","TED","Other","['Africa', 'animals', 'biodiversity', 'global issues', 'green', 'science']"
"706",1056987,491,757,30,2010,6,"neutral",4,"popular","Other","London","['creativity', 'design', 'economics', 'engineering', 'motivation', 'politics', 'simplicity']"
"707",1294171,921,1379,27,2010,6,"neutral",1,"not_popular","TED","Other","['Anthropocene', 'TED Brain Trust', 'climate change', 'economics', 'energy', 'environment', 'green', 'law', 'nuclear weapons', 'wind energy']"
"708",1231159,149,960,30,2010,6,"neutral",3,"popular","TED","Other","['architecture', 'future', 'history', 'music']"
"709",2428958,837,1141,34,2010,6,"neutral",3,"popular","TED","Other","['God', 'faith', 'neuroscience', 'psychology', 'science', 'self']"
"710",777079,223,345,35,2010,6,"neutral",3,"popular","TED","Other","['art', 'business', 'creativity', 'culture', 'entertainment', 'law', 'online video', 'technology']"
"711",428470,62,1280,22,2010,6,"neutral",1,"not_popular","Other","Other","['animals', 'mission blue', 'oceans', 'science', 'singer']"
"712",1579033,683,1284,34,2010,6,"positive",1,"not_popular","TEDx","Edmonton","['TEDx', 'business', 'children', 'education', 'entrepreneur', 'money', 'teaching']"
"713",587639,155,967,31,2010,6,"positive",1,"not_popular","Other","India","['cancer', 'dance', 'music', 'performance', 'personal growth', 'storytelling']"
"714",2785058,363,1059,34,2010,6,"positive",1,"not_popular","TED","Other","['Buddhism', 'business', 'economics', 'happiness', 'money', 'psychology']"
"715",629753,135,988,24,2010,6,"positive",1,"not_popular","TED","Other","['art', 'design', 'innovation', 'typography']"
"716",772299,147,1138,29,2010,6,"neutral",3,"popular","Other","London","['cities', 'education', 'global issues', 'innovation']"
"717",957087,287,541,43,2010,6,"positive",1,"not_popular","Other","India","['children', 'medicine', 'neuroscience', 'science', 'technology']"
"718",1014201,138,350,32,2010,6,"positive",1,"not_popular","TED","Other","['children', 'design', 'entertainment', 'entrepreneur', 'gaming', 'toy']"
"719",954924,294,787,30,2010,6,"neutral",6,"very_popular","Other","Cannes","['collaboration', 'community', 'culture', 'technology', 'wikipedia']"
"720",668454,118,1163,22,2010,6,"neutral",1,"not_popular","TEDx","Atlanta","['TEDx', 'cities', 'design', 'infrastructure', 'urban planning']"
"721",362741,69,942,21,2010,6,"neutral",1,"not_popular","Other","Other","['fish', 'health', 'mission blue', 'oceans', 'science']"
"722",1678493,179,417,35,2010,7,"positive",1,"not_popular","TED","Other","['art', 'astronomy', 'science', 'space', 'technology']"
"723",1332785,254,176,48,2010,7,"positive",1,"not_popular","TED","Other","['TED Fellows', 'architecture', 'design', 'environment', 'urban planning']"
"724",1212079,127,1029,29,2010,7,"positive",1,"not_popular","TED","Other","['math']"
"725",664485,296,675,28,2010,7,"neutral",1,"not_popular","TEDx","Other","['TEDx', 'food', 'global issues', 'health', 'obesity', 'social change']"
"726",426610,150,307,32,2010,7,"neutral",3,"popular","TED","Other","['crime', 'ecology', 'environment', 'green', 'nature', 'plants', 'prison', 'social change', 'trees']"
"727",2934262,607,604,46,2010,7,"neutral",8,"very_popular","Other","Cannes","['culture', 'data', 'demo', 'global issues', 'poverty', 'prediction', 'presentation']"
"728",594725,368,1195,28,2010,7,"neutral",3,"popular","TEDx","Other","['TEDx', 'disaster relief', 'energy', 'environment', 'oceans', 'oil', 'pollution']"
"729",2156157,459,986,34,2010,7,"positive",1,"not_popular","TEDGlobal","Other","['business', 'collaboration', 'design', 'technology']"
"730",694714,141,1185,26,2010,7,"neutral",1,"not_popular","TEDGlobal","Other","['communication', 'global issues', 'language', 'news', 'technology', 'web']"
"731",1763449,1217,1185,33,2010,7,"positive",1,"not_popular","TEDGlobal","Other","['culture', 'novel', 'politics', 'storytelling', 'women']"
"732",2278271,926,1173,44,2010,7,"neutral",1,"not_popular","TEDGlobal","Other","['Surveillance', 'communication', 'global issues', 'iraq', 'military', 'news', 'technology']"
"733",819361,804,1102,25,2010,7,"positive",1,"not_popular","TEDGlobal","Other","['Islam', 'art', 'culture', 'peace']"
"734",1123482,274,1110,27,2010,7,"positive",1,"not_popular","TEDGlobal","Other","['Planets', 'astrobiology', 'astronomy', 'biology', 'extraterrestrial life', 'life', 'technology', 'telescopes', 'universe']"
"735",2468906,581,636,34,2010,7,"positive",3,"popular","TEDGlobal","Other","['brain', 'computers', 'design', 'entertainment', 'interface design', 'mind', 'technology']"
"736",486269,113,411,28,2010,7,"neutral",1,"not_popular","TED","Other","['biology', 'design', 'future', 'medicine', 'technology']"
"737",3087856,959,1448,37,2010,7,"positive",3,"popular","TEDGlobal","Other","['business', 'choice', 'culture', 'decision-making', 'economics', 'psychology', 'social change', 'society']"
"738",220099,123,1002,17,2010,7,"neutral",1,"not_popular","TEDx","Other","['TEDx', 'business', 'chemistry', 'disaster relief', 'environment', 'fish', 'oceans', 'oil', 'science']"
"739",659664,218,1124,26,2010,7,"positive",3,"popular","Other","Princeton","['TED Brain Trust', 'business', 'creativity', 'intelligence', 'self']"
"740",332099,58,1250,19,2010,7,"positive",1,"not_popular","Other","Other","['mission blue', 'oceans', 'poetry', 'science', 'technology']"
"741",1236817,613,1185,28,2010,7,"neutral",1,"not_popular","TEDGlobal","Other","['brain', 'business', 'design', 'economics', 'money', 'monkeys', 'psychology', 'science']"
"742",1029186,173,585,31,2010,7,"positive",3,"popular","TEDGlobal","Other","['activism', 'adventure', 'climate change', 'global issues', 'science', 'sports']"
"743",431548,169,1169,23,2010,8,"neutral",1,"not_popular","TEDGlobal","Other","['business', 'environment', 'green', 'sustainability']"
"744",1049847,538,1102,30,2010,8,"neutral",1,"not_popular","TEDGlobal","Other","['Slavery', 'economics', 'education', 'feminism', 'global development', 'poverty', 'trafficking', 'women']"
"745",292395,649,453,25,2010,8,"neutral",1,"not_popular","Other","NewYork","['God', 'LGBT', 'culture', 'government', 'law', 'love', 'religion', 'sex']"
"746",734490,207,655,24,2010,8,"positive",1,"not_popular","TEDGlobal","Other","['AI', 'children', 'computers', 'design', 'gaming', 'psychology', 'technology']"
"747",799855,99,539,25,2010,8,"positive",1,"not_popular","TEDGlobal","Other","['comedy', 'entertainment', 'humor']"
"748",4646183,287,554,34,2010,8,"positive",3,"popular","TEDGlobal","Other","['Iran', 'Middle East', 'comedy', 'entertainment', 'humor', 'politics']"
"749",816019,295,722,27,2010,8,"neutral",1,"not_popular","TEDx","Boston","['TEDx', 'business', 'entertainment', 'entrepreneur', 'gaming', 'money', 'psychology']"
"750",2581998,285,1076,31,2010,8,"positive",1,"not_popular","TEDGlobal","Other","['complexity', 'computers', 'data', 'design', 'visualizations']"
"751",592082,236,585,27,2010,8,"neutral",1,"not_popular","TEDGlobal","Other","['climate change', 'news', 'science']"
"752",544047,404,639,21,2010,8,"positive",1,"not_popular","Other","Other","['brain', 'economics', 'evolution', 'mind', 'psychology', 'science']"
"753",479113,66,855,22,2010,8,"positive",1,"not_popular","Other","Other","['animals', 'art', 'comedy', 'entertainment', 'humor', 'oceans', 'science']"
"754",452632,175,1034,24,2010,8,"neutral",1,"not_popular","TEDx","Other","['TEDx', 'disaster relief', 'energy', 'environment', 'green', 'oil', 'sustainability']"
"755",1373377,137,458,37,2010,8,"neutral",1,"not_popular","TEDGlobal","Other","['business', 'marketing', 'math', 'physics']"
"756",1597719,396,1009,36,2010,8,"positive",1,"not_popular","TEDGlobal","Other","['big problems', 'culture', 'data', 'economics', 'global issues', 'happiness', 'statistics']"
"757",924806,568,1090,25,2010,8,"neutral",1,"not_popular","TEDGlobal","Other","['Anthropocene', 'agriculture', 'cities', 'climate change', 'environment', 'global issues']"
"758",800001,215,1523,29,2010,9,"positive",1,"not_popular","Other","India","['brain', 'culture', 'happiness', 'religion', 'society']"
"759",4657799,582,195,58,2010,9,"neutral",4,"popular","TEDGlobal","Other","['goal-setting', 'motivation', 'personal growth', 'psychology', 'self', 'storytelling', 'success']"
"760",1424250,175,848,28,2010,9,"positive",1,"not_popular","TEDGlobal","Other","['biodiversity', 'biology', 'environment', 'life', 'nature', 'photography', 'trees']"
"761",2528934,626,1033,43,2010,9,"positive",4,"popular","TEDGlobal","Other","['children', 'education', 'global development', 'global issues', 'technology', 'web']"
"762",427590,70,1011,22,2010,9,"positive",1,"not_popular","Other","India","['art', 'design', 'entertainment', 'visualizations']"
"763",343532,90,1238,26,2010,9,"neutral",1,"not_popular","Other","Other","['global issues', 'innovation', 'iraq', 'politics', 'state-building']"
"764",497710,97,764,27,2010,9,"positive",1,"not_popular","TEDx","Other","['TEDx', 'education', 'entertainment', 'music', 'performance', 'performance art', 'theater']"
"765",955329,237,1214,35,2010,9,"positive",4,"popular","Other","Other","['TED Brain Trust', 'advertising', 'business', 'design', 'marketing']"
"766",547649,331,1094,23,2010,9,"neutral",1,"not_popular","Other","Other","['mission blue', 'oceans', 'science', 'technology']"
"767",1306536,484,1133,31,2010,9,"positive",5,"very_popular","TEDGlobal","Other","['business', 'education', 'global issues', 'innovation', 'online video', 'science', 'technology', 'web']"
"768",2244295,241,241,39,2010,9,"neutral",1,"not_popular","TEDGlobal","Other","['evolution', 'humanity', 'personal growth', 'science', 'self']"
"769",568761,125,1074,28,2010,9,"neutral",3,"popular","Other","Cannes","['friendship', 'health', 'humanity', 'medicine', 'meme', 'science', 'society']"
"770",649740,60,341,33,2010,9,"positive",1,"not_popular","TEDGlobal","Other","['culture', 'history', 'music', 'performance', 'singer', 'technology']"
"771",1157394,209,534,30,2010,9,"neutral",1,"not_popular","TEDGlobal","Other","['books', 'business', 'consumerism', 'design', 'engineering', 'food', 'medicine', 'product design']"
"772",3951683,359,1065,33,2010,9,"positive",4,"popular","TEDGlobal","Other","['collaboration', 'innovation', 'novel', 'science', 'technology']"
"773",235221,40,1110,21,2010,9,"neutral",1,"not_popular","TEDGlobal","Other","['AIDS', 'Africa', 'community', 'health', 'health care', 'women']"
"774",484254,105,556,32,2010,9,"positive",1,"not_popular","TEDGlobal","Other","['AIDS', 'Africa', 'activism', 'health', 'personal growth']"
"775",875821,159,255,35,2010,9,"neutral",1,"not_popular","TEDx","Berlin","['TEDx', 'communication', 'culture', 'design', 'interface design', 'telecom']"
"776",1147609,229,434,35,2010,9,"neutral",6,"very_popular","TEDGlobal","Other","['Senses', 'design', 'music', 'nature', 'psychology', 'science', 'sound']"
"777",112321,40,1690,33,2010,9,"positive",1,"not_popular","Other","Other","['biology', 'birds', 'evolution', 'life']"
"778",865560,141,310,33,2010,9,"neutral",1,"not_popular","Other","Cannes","['decision-making', 'design', 'health', 'medicine', 'psychology', 'statistics', 'technology']"
"779",942928,411,1165,28,2010,9,"positive",1,"not_popular","TEDGlobal","Other","['brain', 'mind', 'science', 'technology']"
